pipeline_id,execution_time,records_processed,missing_values,duplicate_records,alert_count
8,2.7547371099213094,4047,4,3,0
8,6.228258558900886,3751,7,2,0
2,3.2616120428967954,2216,9,2,2
8,2.547858814367386,1512,2,1,2
1,7.572964129288949,1810,7,3,1
6,5.30786038619801,1117,2,0,2
8,6.038072156099252,4757,3,1,1
3,7.036419169105393,2482,9,3,1
8,-0.23859789900186001,2728,6,4,2
1,6.269565279940639,968,2,3,0
9,3.4779496310113056,4616,3,4,1
9,3.7414544184521716,4855,7,4,0
5,5.874882155331173,1639,3,2,2
10,4.2739184531810945,1936,8,0,2
4,6.189042150913041,1036,3,3,2
6,4.918314064967836,1451,3,0,2
7,5.336418029368114,3313,4,4,1
5,4.0195568159694215,3506,0,2,1
10,2.8701334216837235,4494,6,0,0
9,3.51936485850499,2340,8,1,0
3,4.794351739040112,1350,8,4,1
7,8.674476785549079,2471,0,1,2
10,7.943812798227084,1691,5,0,0
10,3.6934080442812105,4420,2,0,1
5,5.120515354664951,2562,3,0,0
7,4.424554052107904,3546,7,3,1
2,5.2605332377380485,4899,3,4,2
4,5.517825495085552,4058,7,4,1
2,6.055030031511202,804,3,4,0
7,-0.8022775636348172,3347,8,3,1
2,5.7329973317738805,2935,5,0,0
1,4.202157941566706,3304,0,0,0
9,3.590124171536792,2484,9,1,0
1,6.588513356324141,4436,1,3,2
8,7.933648832809537,1212,6,2,2
2,6.378006288082814,3395,9,3,1
8,3.9628967855778106,2181,6,1,1
3,2.847988699722179,1833,2,1,0
6,-1.0124888562193606,3698,0,1,2
3,5.365031993162711,674,7,0,1
7,6.158032215588873,3705,9,2,1
10,4.796272979803939,1916,9,1,2
9,6.867492417675984,2487,6,4,0
2,2.359619528335015,2272,9,0,1
5,4.657522087089903,4766,7,2,0
6,4.4993980808242195,1574,0,4,2
4,4.779782631487867,1091,2,2,2
4,7.335863325907814,3478,1,2,1
4,4.7903155518024745,4482,0,4,1
2,4.410415098454941,2910,4,3,2
4,3.1266130403789374,1347,2,2,0
1,7.657158942842919,993,9,3,0
6,2.1376075548427456,1045,7,2,2
1,3.8940011343051752,2786,5,4,1
10,8.387874134194986,3197,9,2,2
6,5.9364865961430695,4337,8,1,1
1,4.95964669659746,2040,8,1,0
6,5.043384111052569,1383,5,2,1
10,3.1072440252843645,4456,1,4,0
8,4.862945510284951,3594,8,4,2
2,4.300268322008414,2865,1,0,1
2,5.359257198910008,3847,2,4,0
4,1.9875172287473828,3571,5,3,1
3,5.795704015538639,4175,1,2,0
4,7.033259349772617,1452,4,1,0
7,4.592353749758853,3800,1,4,2
1,6.294196786611614,4235,3,1,2
6,5.620692549689155,3679,2,0,1
3,3.7845197196678884,3463,4,2,0
10,2.8829486270857703,4527,5,4,2
7,3.1632230225586824,3747,6,1,1
10,5.58578513830943,4915,9,4,2
2,4.887709736029591,3857,7,0,1
2,7.550186043763396,3204,8,1,2
4,6.581740224407788,1537,3,1,2
1,6.577569966254602,570,3,2,0
3,5.526161603424445,3374,6,2,0
9,3.0756021013566706,605,9,1,2
7,5.650678591949983,1269,9,2,0
7,5.127706330056445,2509,8,1,2
4,2.7232372228885042,3440,1,3,1
2,7.419898517117423,2692,5,4,2
4,7.204578749858303,3995,9,3,2
6,2.711701711165879,4811,9,3,1
3,3.7244101897669433,4855,7,4,1
1,3.9000995611190468,1433,4,1,0
8,6.21970308759923,1074,4,1,1
5,5.989450360907993,4430,7,2,0
5,5.088814425572713,4880,0,0,2
4,5.5477145607982505,4587,5,1,1
6,2.424735607108933,3031,9,4,2
3,5.762722562716905,2919,8,0,0
9,4.798229248907859,569,5,4,1
5,3.6419136348828207,4974,6,4,0
3,1.934987452139362,1802,3,4,0
1,5.053922312372704,4314,9,0,1
10,5.71391979243562,2849,0,3,1
6,1.595036396586825,754,8,4,0
2,5.03697214131286,2207,5,2,1
3,5.244479503696991,1333,2,1,0
1,3.891540913704679,3264,3,1,2
9,5.759676404790349,2971,9,1,2
8,4.734675167445361,4242,5,0,1
2,5.566342010672727,2535,5,2,1
8,6.068493865750112,2467,8,2,2
9,6.069613812301047,599,3,2,0
1,7.033640986893004,2352,4,2,0
5,5.67665037756916,3683,4,2,0
8,4.045918518446358,2855,2,3,1
2,3.704419910493606,611,1,2,0
4,2.873382494262755,3658,7,2,1
7,5.302359286225812,682,9,0,1
3,7.642623429305047,4352,8,0,1
5,4.2830947880257,664,9,2,2
8,5.899216495419919,2637,8,3,0
10,3.495439990969679,2523,4,2,1
3,5.389609830321269,954,8,2,0
4,7.51869425614888,2785,3,2,2
9,6.372495946663885,1041,1,4,0
7,1.8583759337216863,3165,2,3,2
1,6.141389632071089,2949,0,1,1
4,6.232451557587104,4433,4,2,1
4,5.3469739464541775,3386,0,1,2
9,6.335044225404682,4792,0,3,1
6,3.3329959205649233,4404,6,2,0
9,5.126526309608172,2188,1,1,0
6,7.2203478818762035,2137,7,1,2
6,7.039898966932736,4582,5,3,0
5,6.096089948011942,2390,3,2,1
5,3.2340095529982342,3705,8,4,1
2,2.919072458761443,977,9,3,1
8,5.229087348886709,2866,7,4,0
8,5.361548477451681,3026,9,2,1
1,4.799256455445486,866,2,1,0
8,3.3904300436066945,2336,2,3,2
5,5.873922150780787,2215,3,3,1
2,5.220330697389083,512,8,3,2
2,5.5796486331009465,1035,8,0,0
6,6.186867519248221,3739,4,2,0
9,4.452700424643974,2817,8,0,2
1,4.022483245241126,4542,5,3,1
6,7.215130646617246,875,7,3,1
9,3.4852830269396637,2224,7,4,1
8,4.061651601075985,756,9,0,2
6,7.468495630854946,2764,6,1,0
3,3.9059514979806798,949,3,2,2
8,4.80276471271888,1393,3,1,0
9,4.1760602617739435,3712,5,1,1
1,1.4335570374324051,1684,8,2,1
9,4.753384695990406,3723,6,3,0
6,2.978756472842904,1808,4,4,1
6,5.509160865287122,1416,4,3,2
4,7.211277020082224,647,7,3,0
1,0.5716525336526903,2614,5,0,1
10,4.18616603199944,4516,0,1,1
8,5.904646465929963,4440,0,1,1
2,0.6333021631404447,4571,8,1,1
1,7.672530720844463,3295,7,4,0
2,5.759784073606967,942,5,4,0
1,7.1664256438638025,3444,0,4,1
1,3.8721042737771416,4436,1,2,2
9,4.1133584594476185,898,9,4,2
1,4.678127290401861,1651,2,0,2
4,9.276418095103079,4292,9,0,2
10,7.636210720994133,3495,2,3,0
6,5.264695399017494,2716,1,3,0
7,5.508803543301568,2207,1,3,2
2,6.269807623169866,3831,5,3,0
6,9.783109641982918,2487,6,0,2
7,5.765439586114102,3068,3,3,1
10,5.09191879223754,660,0,0,1
10,4.322803206770025,4935,5,4,2
2,5.469830495038882,4404,6,4,0
2,3.825956363297582,4073,3,2,2
10,5.992184676153746,3677,5,3,0
7,2.1348067404169178,2325,8,4,1
1,4.478998821187335,4424,3,4,0
8,6.469265709454673,2123,9,1,2
3,5.738247308674708,1676,3,1,1
6,4.0747507598966966,4220,9,0,1
9,4.535950979166723,3720,4,2,0
6,7.070669373384423,3759,2,1,1
9,2.5791966079531576,630,9,2,1
7,2.5908127041773397,4062,1,4,0
9,3.1407320956450056,1999,8,0,1
2,4.978644271466713,3288,0,2,2
8,2.2865238654876157,4208,4,1,0
8,6.906003185531963,2207,4,4,0
2,3.151415082288269,2269,7,3,0
4,5.448711115486259,1818,5,4,0
7,3.841853798161194,3879,5,1,2
4,4.869005838320548,3273,5,1,0
4,1.793308180682513,3490,3,3,2
6,7.002632490419913,3544,0,4,0
10,3.077004003257198,875,2,2,0
6,2.867566557912595,3536,9,2,1
10,9.758018026804185,1160,5,4,1
3,6.1086146219152155,1903,4,2,2
9,6.92483281656615,1240,9,4,1
10,5.917782792723798,803,0,4,0
2,4.095038880027197,1585,4,1,2
6,2.386300285089979,3679,1,0,1
7,4.4023592251486825,1710,0,1,0
9,3.0436813109488754,3534,3,2,1
3,3.163769655130962,728,5,0,1
10,1.8336253420606066,3619,6,4,1
3,5.228951919590992,2354,8,2,1
7,8.146824295051692,767,4,3,0
4,6.116273446052897,3274,7,2,1
8,4.788419224296575,3349,7,0,2
7,4.918856254379697,4849,8,0,2
5,-1.0955546247871935,2634,2,4,1
7,4.152329156201247,3959,2,3,2
3,2.146648209559322,2769,8,4,1
2,5.268825055804553,1489,6,3,0
6,4.4800480226635315,4992,3,3,0
2,3.2613909175849196,1437,0,4,2
3,5.2237934089771985,939,6,2,2
6,5.206558306013886,2858,9,1,1
5,8.037248078912855,2507,5,3,1
8,6.37283500089346,3845,2,0,1
9,5.433945580073745,4630,4,4,0
3,3.1049710526972154,4243,2,2,1
10,2.8531217617850233,1018,7,3,0
3,6.197696014873215,768,4,2,2
3,4.59986125511914,4685,9,4,0
6,5.498731182253215,1888,9,0,2
1,6.956001048343119,2194,5,3,0
7,1.9737224497163801,3773,1,3,0
1,7.794070770057988,1889,7,2,1
5,6.938763573897992,4365,8,4,2
10,0.8911195560247105,3529,2,1,0
8,9.706184897821954,2835,5,3,0
4,5.6427526381629125,4174,5,0,2
5,4.042923399154093,1000,1,3,0
4,6.038124447209851,2161,9,3,2
4,3.045050726122528,2599,7,1,2
8,6.0922567063871025,602,4,1,2
2,3.4130070833293775,3246,7,4,0
1,9.0407190709412,3776,7,3,0
3,5.120200387812802,3585,2,3,1
9,6.299646104145648,4037,4,2,2
4,3.427869800695722,1827,6,2,0
10,6.632992047786717,2974,4,0,0
5,4.9748398729957755,2179,5,0,2
2,2.1762965833561103,4246,1,2,2
4,4.522474560223504,3062,7,0,2
2,8.862222137725075,4663,4,3,1
2,6.717954052086616,3817,5,1,1
4,4.242049862187013,2936,0,3,1
6,1.2616684779981302,807,9,2,2
7,3.3350176435387366,4496,1,4,0
10,2.187051991931077,1589,3,4,2
3,1.3099839871330037,2894,8,2,0
3,6.571182260330605,4504,5,3,1
10,5.1247747927603315,1166,7,0,1
6,8.590216896687881,4663,1,0,1
3,3.004716202404742,2734,9,4,0
2,4.995438130481739,1736,4,2,0
8,2.2116512965061714,2123,0,2,2
5,3.810253277667515,1874,3,1,2
1,4.555780076134829,3811,9,4,2
3,4.250692064376705,676,0,2,1
10,5.107081261231002,1853,8,1,2
8,6.943219126502774,3428,1,0,1
4,6.732835170909109,1125,6,4,0
7,3.4613308318174014,3154,2,4,1
10,4.939291756272701,4108,1,2,1
2,6.588192749918887,4215,3,2,1
7,7.071473014859012,4774,6,3,0
5,3.677686630691695,894,6,0,0
5,6.416328909600479,1668,8,0,2
6,5.6622930183754026,697,2,1,2
9,2.868021772922142,1468,6,1,2
6,6.60031592517147,4408,5,3,0
8,5.303086416864938,3655,9,0,0
7,1.5172187873469478,3004,6,1,0
9,4.4122928785772615,1776,6,0,0
4,5.079715083169945,4667,9,0,0
2,3.7883510423648126,4818,4,1,1
7,7.45645685099705,1769,8,2,2
6,7.52893698135621,1864,6,2,1
1,4.23501968217431,1423,6,1,2
9,4.015548957292515,970,2,3,1
9,4.7375306532613575,3516,0,4,0
2,4.599838868386638,2554,4,0,2
3,3.8149962123961547,4783,7,4,1
5,-2.4175932186465827,2551,4,1,2
5,8.509623751199229,3454,9,0,0
1,5.000835927556285,1648,2,4,0
8,4.643379776141847,3586,8,2,2
8,5.650338260103902,1459,1,3,2
4,4.83988450293182,1129,2,4,0
7,4.139368310709101,1274,3,3,0
10,2.9887080272161013,859,9,2,0
3,1.3227744470086082,1017,0,4,1
6,2.291242140091213,1843,3,1,2
10,2.7666518665797057,2469,3,0,0
10,6.3018443160819375,3727,8,2,2
9,6.449246293528789,3399,7,3,1
1,3.2364017910664575,1434,1,3,1
5,-0.3273082808747896,2486,6,2,0
4,5.018241439003752,876,5,1,2
8,4.156915568681363,4060,6,1,1
1,4.1074750265997375,2274,3,3,2
9,6.91187495152873,2005,4,2,2
6,5.277305250945704,3154,5,2,0
4,3.0472407029598414,1510,8,0,1
9,2.587173932081901,3977,1,3,1
5,4.474777286030087,1730,8,1,1
5,3.187174475620716,1677,9,4,2
5,4.855204751944766,4357,0,1,1
1,7.0522840888039315,2595,3,1,1
1,2.2404351768010997,2172,4,4,2
8,5.175558869617937,2428,8,3,1
8,6.830099965338779,4339,5,0,1
6,4.827625328363782,3678,3,1,2
4,6.443161790235306,4768,1,1,1
2,4.425455015769075,3053,4,3,0
2,5.3416561588472735,2945,7,3,2
9,5.881569864684353,4889,7,2,1
5,3.855995123473731,1051,5,3,0
4,8.981352034379999,3397,0,3,2
10,6.155160360663843,1539,7,1,1
1,7.605970997433841,1384,3,0,2
7,7.142047892721536,3551,1,1,0
3,5.654578538566822,4729,0,3,2
6,7.771578844719615,4097,6,2,1
5,5.375829422383835,3055,1,0,0
5,3.540449433651274,1589,3,2,2
5,5.029638463125926,958,3,4,1
1,2.9876661751697373,4754,9,2,1
1,0.7965913437803955,2507,0,2,0
3,3.294915513881949,2420,1,3,0
10,5.1457630659417495,1503,0,3,2
4,7.123849570976162,3583,5,3,1
5,3.2889615908472916,2614,2,3,0
2,7.0203249070543094,3089,0,3,1
8,2.578634028386246,2643,7,2,2
2,3.1609550677210994,4810,3,4,0
9,7.898313206792904,2741,9,3,2
2,5.095242039924991,2586,6,4,2
9,4.6527561094307135,1438,9,4,0
7,5.470559979815654,4801,1,1,2
8,2.5871934985639085,4470,5,1,1
2,4.338303742852355,4499,5,0,0
7,5.005322316253103,3908,6,1,1
6,7.462761872358865,1270,0,3,2
4,1.6591657213971978,748,0,4,0
7,8.52598063075154,872,1,0,1
4,4.750704523349913,3426,1,1,1
2,2.778887502065982,4357,4,2,1
10,2.4167305677312174,1201,0,0,1
7,5.546298634008412,2685,1,3,1
8,2.3055810398629486,1441,5,4,2
2,3.8797529098138024,4414,2,3,2
5,4.500193878244404,1293,3,3,2
1,7.287351478809652,1177,0,2,2
7,7.036906918527947,2061,4,2,2
8,3.7140152197620817,4553,3,4,2
6,4.574633659558156,952,7,1,2
5,1.8092301996485087,2966,2,3,1
6,0.9218089735125599,4156,9,1,2
2,2.5418951048147607,4646,0,4,1
1,7.246194722651621,4254,9,3,0
7,6.56016144444292,709,4,1,2
7,5.766872525193228,2426,0,3,1
10,2.084751026758846,4466,4,2,0
10,3.576680845217709,2377,8,2,0
2,3.284357943642757,1126,4,0,1
2,4.668003258758875,3226,1,4,1
1,4.541892886735768,1958,1,1,1
10,2.996086286608343,3324,9,3,2
8,5.698433615797087,1750,8,0,0
8,5.457892760408478,4863,4,4,2
1,3.542353801814107,2663,7,4,2
8,5.608556783265063,2123,9,4,2
9,7.2485707366610415,2353,3,1,0
4,7.856121554246492,1253,1,2,0
1,5.981324313219718,2368,3,0,0
1,5.922535886818712,681,3,1,1
3,4.519722171951377,2013,8,3,2
5,7.059425791070318,1402,9,1,1
5,2.8592970973204257,3844,5,3,1
9,6.82770028681633,3953,9,3,2
10,4.424790531638394,4107,5,4,0
2,7.98187365440346,3056,4,1,2
2,6.176412814080149,2639,5,2,1
6,4.8642675378538,4744,0,3,0
9,4.527024702191453,2664,4,4,0
1,6.051225708896874,3112,5,2,1
9,5.954248695372111,2521,7,1,0
9,4.203313990998945,3321,3,2,0
9,5.183671516536693,2781,4,1,2
5,6.792780174697204,2070,3,3,2
9,2.2732874842395003,2472,6,0,1
4,6.451756441107427,4486,9,0,1
2,6.042429156718708,2744,5,3,1
6,7.373294951122981,2942,3,2,0
4,3.5686925973935244,1213,5,1,1
6,5.011432172185782,4045,3,0,2
3,5.410136752009791,722,7,1,0
6,6.477593034400471,1363,2,3,1
2,5.858233858322,1925,7,2,0
2,2.520889802375451,2804,1,1,0
9,5.582088065723292,1153,5,2,0
7,9.008457548540816,1659,7,0,1
3,6.22351515192263,2342,0,1,0
1,8.2760938890732,943,5,4,0
8,7.086122754589624,2965,8,0,0
6,7.724803870876818,4936,9,2,2
7,5.61993732196941,3357,9,3,1
9,6.043690219224234,1780,1,4,2
5,5.511035513282749,3539,0,1,0
1,5.008681730099045,4295,1,0,0
10,6.484389960138209,4137,4,1,2
7,3.957996121985598,4258,5,1,0
5,8.770764632029266,599,0,4,2
3,3.1439740646234524,2586,6,4,0
9,6.622776239834318,2810,3,4,0
1,7.7573428346071776,4745,8,4,0
1,4.646756492079193,3237,5,3,0
1,2.7740453777236724,2107,8,2,1
3,7.31105917856471,3453,0,4,1
6,5.4067906201005105,4481,3,0,1
10,6.626632145203486,3694,1,1,2
3,4.781090802325365,4839,5,4,2
8,8.463849364644794,3592,3,0,2
10,0.7659838955873033,3462,8,3,2
2,5.752355102567469,3162,2,0,1
9,7.683498967503196,1355,0,0,2
3,5.210678089658792,2646,0,3,2
5,5.604717386033823,1886,8,3,2
10,4.1319763748659835,2216,8,1,0
8,5.041377015733235,4651,4,4,2
2,1.6562867737273899,2225,1,0,0
6,3.563137334760617,2453,8,2,2
5,3.4264897457955437,684,7,2,2
10,6.338247982058596,1021,9,1,0
9,3.857260481424531,2811,9,2,2
5,3.9150489001203597,1748,5,1,0
2,4.244153279429721,2158,6,4,2
5,3.502710594969365,1502,5,1,2
4,5.538044538523395,3727,4,3,0
7,5.755262938865819,3638,3,3,1
6,6.650037159443519,2428,6,3,0
2,6.305500164575885,893,3,3,1
5,6.1055154899694015,2117,9,3,0
7,4.342063332005113,4141,9,3,1
7,4.213792499324242,1160,9,3,2
5,3.2575779953030874,4664,8,3,1
9,3.2215126222117973,819,4,3,2
4,5.388522819358521,2724,7,4,0
3,3.561167918439838,1083,5,3,1
4,7.936648266711918,4100,3,1,2
5,4.924998353851014,1081,2,4,0
6,8.002780214319081,4196,5,2,1
3,6.143534109142335,2267,0,0,2
2,3.445527131056577,2056,1,4,1
4,4.8759076228363645,2298,6,3,1
5,1.6530953177645675,4706,3,4,2
4,5.38085071013057,1498,4,0,2
3,3.628463184309365,1257,9,0,0
8,2.7730839835694776,782,0,3,2
10,8.044293517096094,630,1,3,2
4,7.061175481968575,1793,3,1,1
2,7.006077957524925,560,7,0,2
2,6.564222553301889,2711,9,3,1
1,2.530221911748434,2048,3,0,1
4,4.199041014386324,4867,2,1,2
10,4.320992717060226,2281,2,2,2
9,1.5805258518021374,537,4,0,2
7,3.8859978103120216,4131,2,1,2
10,3.9078040487659127,3164,7,1,0
7,5.251997894989924,973,4,1,1
7,10.064775200476687,558,6,4,0
8,4.958207446790523,3136,7,3,0
1,5.253028909139335,3114,4,0,1
10,4.499579454471716,3114,7,4,0
10,6.475425760107489,4978,2,0,2
8,2.852165582708446,1911,6,4,2
4,8.792074990307878,584,7,3,2
4,4.751681585066361,2033,6,1,2
4,4.209620333937871,4297,1,0,1
6,6.9400741473276,3174,7,1,2
7,3.218154815910293,3373,5,3,1
6,6.438501966110667,3620,9,0,1
1,7.810340111190722,1590,2,2,1
8,4.517314455193982,3334,3,2,1
10,9.105683226159742,4724,6,2,0
7,6.288583052522508,2576,2,3,0
6,6.313388519328859,3690,0,2,2
6,7.731730670371979,4728,5,0,1
5,8.261469909272748,1708,2,2,2
6,5.52367797281276,4077,9,0,2
9,6.593810882753876,3081,5,3,2
10,7.792682986321855,4287,9,1,2
9,2.676377847277126,1015,2,4,1
10,1.5409952007347045,2712,5,2,1
8,4.88489215918819,3474,3,4,0
10,1.4930172851612404,1432,3,1,1
9,4.372009807384096,2163,9,3,1
10,5.628747068398275,1056,9,3,2
8,4.448722467889747,2171,1,1,1
8,4.716813903792619,1492,3,4,2
1,2.99666697275815,2128,3,2,1
10,6.576287087941888,2191,6,0,0
5,2.8730732657553206,1604,4,3,2
4,0.7941965378899329,1770,7,1,1
2,4.58532245493356,3402,6,4,1
8,6.8300398498399115,1909,9,2,2
3,5.159661583765953,4146,8,4,0
4,2.67040596983953,1830,7,2,0
7,5.203901934812672,2554,8,0,1
10,5.8766074095367,1453,0,0,1
9,5.180633383037852,2342,9,1,1
2,4.470831506222828,3302,2,1,2
3,5.972077363285497,509,4,2,2
4,1.5231461943597093,3109,8,2,2
10,3.212089218474839,621,7,2,1
1,2.3895838043893796,3060,9,2,0
7,7.696772743976313,3537,6,0,2
2,6.4240634419767755,940,1,1,0
5,5.370250068628035,3249,5,1,1
1,2.0987566932943835,1090,3,3,2
3,6.488295577896238,1868,4,1,2
2,7.773080269983632,2489,4,1,2
1,6.142989472927124,1861,3,4,1
7,4.929645166992886,4273,3,4,1
5,6.2634360637012305,2564,3,3,1
1,5.545832228505378,2915,1,2,0
6,6.852152467279478,3451,0,3,0
5,6.807371283585907,3268,1,3,2
3,4.557868926779347,3916,6,0,2
7,3.6787172342317804,2076,0,1,1
10,4.2003541186276445,614,5,0,1
9,6.071700670009868,1868,3,1,1
9,4.321120696404384,638,1,3,2
9,3.4989407636923526,3873,2,1,1
2,4.998093257493586,1815,6,2,0
3,7.214913861337903,573,5,2,0
7,5.270216134268127,4346,5,3,2
5,4.447564007999145,983,7,4,2
2,5.64086358589353,4611,7,2,0
3,5.168078418099736,2049,5,3,1
10,1.1327259179806441,1859,0,0,2
6,6.393518286038318,2396,9,4,2
7,5.814916879894218,4724,6,2,2
9,5.032343597891492,1010,7,3,0
1,7.124713401445841,922,4,3,2
7,7.425998728500396,2932,3,0,0
8,6.597537322947103,2406,6,0,0
3,3.299398367928932,4827,5,4,1
4,3.36857777874608,1458,5,2,1
10,7.234671080003967,1324,2,3,1
6,1.2455521461096004,564,9,4,2
10,4.702304969675772,3848,3,4,0
7,5.879651614062165,1300,4,0,2
4,1.499184529104991,777,8,3,0
8,5.468686477700598,2217,7,1,2
5,6.908858153171905,2913,2,0,0
1,2.0288478597930486,1738,5,3,1
4,8.316340413388318,1986,9,4,1
3,2.98033984780218,3798,0,4,2
9,6.14947249295406,4970,2,2,0
8,4.832807143282734,3495,9,1,1
1,5.139031247400903,592,6,0,0
6,2.4330097286516867,4031,6,2,2
9,7.520945924706118,2340,1,2,1
7,5.651766926700467,4027,2,1,2
4,8.241680353806313,2121,6,0,2
1,2.4851655588419463,2061,5,0,0
2,4.637530732242612,1916,6,4,2
5,5.4190584794044145,3464,9,0,2
5,5.120766294589849,4690,8,2,0
8,6.333570689344841,1630,7,4,0
6,4.612162916152249,1913,5,0,2
8,9.244052092601372,4097,3,1,1
2,5.079684644376359,4244,9,2,1
3,-0.7683088715246686,2618,8,3,0
6,5.168402016678744,1163,6,1,2
10,7.5229279697323665,3134,4,1,1
3,3.153387796298932,3274,1,0,0
6,3.026489621657527,4469,8,4,0
6,3.31922058732082,3990,6,4,0
2,2.8470463800457417,2071,8,2,2
7,4.041196572588012,2023,8,0,0
2,6.8185944526984406,1487,9,4,1
6,8.052665456825387,3738,4,3,2
1,0.15149935212559917,4345,6,0,1
3,4.243090692845085,4193,4,0,1
2,5.6053959887534655,598,2,4,1
7,5.405356726770382,2788,9,1,2
4,8.799879333245778,2014,7,0,1
8,0.9786121808358654,4797,7,1,0
6,-0.17812786937699876,1133,8,2,0
10,9.124425048076512,1078,5,2,1
4,6.5068673864946724,4459,1,4,0
5,3.8572568260941797,772,2,2,2
9,5.34319754613591,4454,9,4,2
7,5.4864352451221325,4427,5,4,0
10,3.8089584193280412,952,0,1,0
9,5.283556741382868,1675,1,1,2
7,5.709626749320239,913,7,2,1
1,9.03106052272565,2050,7,1,2
8,6.926902444571082,2446,5,0,1
4,8.47864628048415,691,2,3,0
3,2.3128570326542115,540,1,0,0
7,4.305605480764284,2359,5,0,1
3,5.4844939678632505,1832,0,4,1
8,1.1577984937340742,3949,9,3,2
6,7.363718676218561,635,5,4,1
5,6.284419544622525,4701,8,1,0
4,4.265682960092272,2441,6,1,0
8,4.63333131299843,2065,8,3,0
8,7.507733777647496,4721,1,2,1
1,3.409124104726069,888,4,1,1
9,7.5883706993245745,2058,8,0,0
5,4.4959225268274245,2621,6,3,1
4,6.5119921055538335,1528,8,3,2
6,5.1735284111579745,4034,5,1,2
6,9.466387693302371,581,6,1,1
2,3.2252152197849484,1275,9,4,1
8,3.8534347548461323,3538,4,4,0
7,1.9877490446223378,4873,5,0,1
1,2.806485665941358,3387,0,3,0
5,6.426256215389032,2378,0,2,2
6,8.200327277730121,2771,1,2,1
4,6.652961740720553,2107,3,3,2
2,4.989217000546267,3639,8,0,1
4,3.2127709966878926,1105,6,4,1
1,6.796837343254301,3914,5,4,0
7,3.1027961896283247,4165,0,4,0
2,2.3020965313884814,2644,4,2,1
2,4.383061333580191,4770,3,2,1
9,0.9321187662230077,4265,4,0,0
5,2.2372302508955024,1876,8,2,2
2,8.771980671765641,3962,2,1,1
9,1.8663831510831956,847,3,2,0
9,2.6237032379083773,500,7,4,1
1,5.143665815413328,562,2,0,0
3,5.24780776006003,2283,2,3,2
4,4.530751405242292,4314,8,3,1
7,0.9932525022177696,725,4,0,1
10,6.696978655275579,1542,9,1,2
4,4.113893200484007,1344,0,3,1
2,7.440899044349802,3180,6,4,1
7,3.7103647569423055,4619,6,3,1
6,6.964988678281154,1734,5,3,0
3,7.592166898158871,2484,5,4,0
6,4.06611544849236,4756,2,2,1
6,6.760900388211294,1778,2,1,2
5,2.3429106437672056,2094,9,4,2
4,5.527378974138987,3051,8,4,1
10,7.444455416709679,2452,0,0,0
1,6.036985691928248,2195,6,1,0
10,9.81244784570648,1454,9,2,1
6,6.148715984582312,3791,6,4,0
2,4.269457494784998,856,7,2,0
3,10.681772786002995,4095,5,4,2
8,8.2674020346951,1468,7,4,1
10,1.7941848764032065,741,0,0,0
6,3.431672790143371,3946,0,3,0
3,2.923683785917353,4734,8,1,0
7,6.291259209018111,2644,3,0,1
4,6.142316073633577,646,2,2,1
9,6.126903864790998,1042,5,4,0
5,1.7401810810020986,1191,9,4,2
3,3.723816906789901,1525,8,1,2
2,4.701429490552711,4550,9,0,1
2,1.356158901358556,4505,3,0,2
3,3.2563444668842187,3859,8,2,0
2,7.712867420331465,3451,4,0,1
4,1.8918480040608232,1229,6,0,1
2,7.9105209874369615,4999,2,3,2
10,7.182298185071005,3055,2,1,1
9,4.418525560391038,1650,2,0,2
2,3.7022540012646306,2235,7,2,2
9,6.6636552442906005,1538,5,4,0
6,3.424519678208738,3412,8,0,2
1,3.524004100107752,3040,8,0,2
4,4.952263191990543,4914,7,4,1
1,0.7395328084261639,1742,0,3,0
6,2.1000488031965876,1272,5,1,0
4,4.368677501997034,2416,3,3,2
3,5.951392064425199,3912,3,2,1
3,3.396852123842643,2999,2,0,1
9,4.6047790439566345,3940,8,3,1
6,1.7730811837247358,4045,1,1,0
9,6.864967704540641,1713,0,2,0
5,5.4401646591219635,3431,9,3,2
2,5.6170918052784335,918,2,0,2
8,5.97650123596979,4281,3,1,1
5,5.156255006989571,1288,3,0,2
2,4.0324544828520015,2371,5,0,1
4,7.259309097440617,2525,0,2,0
9,5.3137622955215456,2946,0,1,2
4,4.668561142653151,1060,1,4,1
4,4.982690692158992,3151,3,0,0
2,4.94006986702252,4404,6,1,1
6,4.648468792149376,1039,5,0,2
2,5.892212725015815,3636,8,3,1
7,3.1282795557552627,3789,6,3,0
3,3.2744179285193837,3110,4,1,2
3,6.118527378857271,2444,5,2,0
5,4.709521318544407,3645,9,4,2
3,6.942786204286191,3258,8,3,1
2,5.817758001263727,3760,0,2,0
10,3.8947441798475357,4607,8,4,0
9,6.150192726257349,2395,5,3,1
2,7.394381915917872,3000,3,4,0
2,5.8939591122425075,3329,4,0,0
8,6.331169886133593,4373,0,1,0
9,4.6564582987931935,547,6,3,0
7,6.986079765761005,2864,7,3,1
3,3.8386191701407126,2756,4,0,0
9,5.677086051481033,1253,1,3,0
3,10.139012304871866,3302,7,3,0
5,6.077762112051319,4152,9,3,2
9,4.158577538816263,902,6,3,2
3,4.1534155166172,2586,9,3,1
7,4.857316605419311,2727,8,2,1
1,6.702491563458821,3910,3,3,1
4,5.291555018334765,3490,8,0,0
4,3.7029443735232066,1649,3,3,2
7,3.69940601442262,562,2,4,2
8,5.304098662045961,3653,2,4,1
1,5.084789973477582,1508,9,0,2
