pipeline_id,execution_time,records_processed,missing_values,duplicate_records,alert_count,failure
10,125.73,2802,51,2,5,0
10,52.05,6158,26,51,0,0
9,64.71,10072,48,10,3,0
8,17.5,2541,92,9,6,0
9,50.26,6382,84,38,3,0
4,44.88,1127,48,10,0,0
1,24.43,3739,76,11,7,0
8,91.63,1107,30,60,0,0
5,70.6,10969,63,62,8,0
8,24.27,3296,62,45,6,1
7,140.11,7731,96,73,10,0
10,12.57,5283,87,8,7,0
1,110.86,11775,95,48,9,1
4,119.08,7274,96,22,8,0
1,29.61,4541,24,57,6,0
4,11.17,10064,78,45,2,0
4,44.33,3992,46,22,3,0
2,84.73,10531,6,70,1,0
8,89.82,10521,62,7,4,0
1,17.73,8086,0,18,8,0
2,55.34,3356,87,34,2,0
2,100.95,4210,29,32,9,0
2,139.02,1257,83,4,8,1
1,127.36,3321,24,3,3,0
10,35.65,5794,25,58,7,0
4,18.73,2602,76,70,1,0
3,137.73,10249,92,68,1,0
2,122.6,4015,76,19,7,0
1,38.95,2563,32,31,0,0
4,95.8,9849,83,36,2,0
3,66.18,1359,36,51,5,0
4,46.76,11388,20,66,0,0
8,16.78,4678,62,18,10,0
3,10.14,11728,94,62,8,0
4,124.49,10831,3,65,6,0
5,148.1,4538,67,49,10,1
6,127.18,10825,16,65,1,0
4,95.89,6257,61,62,3,0
5,61.34,3606,4,43,7,0
3,12.19,10759,96,80,4,0
9,13.76,11241,90,50,10,0
2,118.97,5980,33,48,2,0
2,13.14,10345,61,53,7,1
4,99.84,9869,93,60,9,0
1,20.76,4710,25,13,10,0
5,20.22,1655,26,4,6,0
3,58.5,5955,65,37,1,0
6,57.74,4407,86,33,2,0
9,86.86,7586,23,54,5,0
10,101.44,6982,98,76,3,0
1,51.96,7327,25,41,7,0
6,118.99,7622,85,15,5,0
4,81.31,2182,35,69,4,0
3,61.48,1466,89,24,5,0
4,27.86,10932,89,11,6,0
1,30.13,11729,94,49,1,0
5,50.23,5245,29,48,7,0
1,90.19,4587,8,51,5,0
7,132.36,3219,39,57,0,0
5,61.35,4469,22,21,0,0
2,90.56,11501,10,0,3,0
4,106.88,3139,7,6,6,0
1,131.58,9465,76,52,7,1
5,136.81,4346,100,15,2,0
3,139.45,10434,0,8,10,0
10,21.11,6242,28,71,4,0
9,97.1,5151,31,0,5,0
1,52.12,11652,76,73,9,0
9,115.34,1692,80,2,10,1
9,26.05,5029,82,74,6,0
1,91.64,2755,98,75,9,0
3,69.47,5013,15,73,5,0
1,82.69,11020,19,58,3,0
10,86.5,10103,3,3,8,0
2,107.84,10704,32,24,5,0
6,106.81,8349,56,5,0,0
4,43.68,11509,67,2,4,0
7,122.2,7064,46,15,9,0
4,77.61,2779,48,59,9,0
5,55.26,8971,48,28,5,0
2,12.06,8413,35,27,0,0
2,149.24,1282,32,53,2,0
6,53.01,9143,54,69,7,1
5,98.65,3655,78,28,8,0
5,136.58,5547,95,75,0,0
7,89.88,8106,8,72,1,1
1,59.46,5860,18,68,1,0
3,132.33,11580,7,57,5,0
3,39.97,2339,80,70,8,1
5,64.0,1487,22,49,9,0
2,11.43,6881,1,64,10,0
7,80.17,2806,40,14,9,0
10,10.76,10978,98,72,5,0
4,111.26,6569,65,74,7,0
4,11.5,7367,14,76,9,0
2,138.49,11052,15,52,9,0
6,58.45,4716,41,11,4,0
6,104.11,8113,48,9,10,0
1,146.82,5778,97,50,10,1
3,86.79,3476,41,75,2,0
2,60.39,11524,93,4,7,0
5,14.37,4469,40,72,10,0
9,15.72,3789,26,29,8,0
9,11.26,7556,95,14,9,0
2,43.75,8009,0,8,3,0
2,27.7,7767,82,47,1,0
7,71.14,10573,1,25,10,0
7,73.04,8858,27,59,9,0
5,43.32,9687,75,47,4,0
7,79.69,8361,83,28,8,0
3,18.19,6261,53,16,2,0
2,57.37,11051,92,55,10,0
2,115.68,5336,99,30,3,1
9,107.48,11575,85,57,6,0
9,113.82,6194,63,78,10,1
10,126.0,11351,43,37,7,0
5,35.89,2444,22,18,3,0
7,35.0,9856,82,77,6,0
10,45.84,11909,75,26,8,0
7,146.09,2923,75,55,8,1
5,49.73,6690,97,38,8,0
10,98.13,4801,34,3,6,0
9,130.87,7452,13,24,6,0
10,70.43,2816,99,76,7,0
3,149.64,9753,72,49,8,0
2,124.76,10056,68,10,2,0
7,126.04,11044,43,24,8,0
8,92.17,3445,56,0,5,0
1,73.98,9407,47,10,1,0
8,103.83,3787,87,77,8,1
8,72.67,10372,94,80,4,1
9,109.68,10888,90,6,7,0
9,129.92,8102,23,21,9,0
7,31.4,4619,5,25,3,0
4,145.3,3005,86,6,6,0
10,75.24,2161,34,14,7,0
2,145.11,1271,88,64,1,0
6,65.95,5258,2,66,4,0
5,100.78,10254,12,25,8,0
4,18.62,7192,25,58,5,0
7,85.84,10689,95,56,6,0
2,145.28,5771,71,43,1,0
7,136.3,2989,11,32,5,0
4,84.37,11937,0,5,2,0
8,123.09,6976,88,70,8,1
7,22.66,1402,64,70,2,0
3,58.28,4538,97,15,10,0
10,75.21,11404,16,19,9,0
6,10.76,1455,30,25,7,0
9,135.9,4150,52,17,9,0
6,13.59,1907,51,72,6,0
1,95.12,2569,71,30,5,0
5,131.87,8153,84,65,0,0
9,38.22,9413,54,19,9,0
6,101.36,10075,54,48,0,0
1,115.35,2625,25,50,9,0
1,141.9,5762,98,29,7,0
4,94.81,8042,77,37,3,0
6,133.85,7319,27,34,6,0
2,89.81,6071,78,18,1,0
2,121.78,1828,92,31,4,0
7,11.68,11747,50,41,4,0
3,38.86,6675,37,65,7,0
10,98.22,9847,79,70,2,0
2,143.06,4954,73,71,3,1
3,106.33,11181,3,78,7,0
1,139.03,6588,21,75,10,1
8,94.29,10761,95,46,1,0
8,131.09,9398,44,10,4,0
3,129.57,10790,4,72,7,0
5,104.62,3170,89,69,1,0
10,54.57,11577,80,29,7,0
3,124.83,8842,1,64,3,0
9,132.93,8704,58,42,0,0
6,87.24,9062,9,79,4,0
6,141.12,7560,19,7,5,0
8,91.05,2560,52,13,5,0
3,26.01,6695,31,65,3,0
7,67.14,1110,68,58,0,0
9,138.82,3391,30,3,6,0
4,44.01,1730,4,57,9,0
4,14.74,5104,26,17,9,0
4,74.93,3485,28,59,5,0
1,23.62,3451,61,68,10,0
6,126.53,4151,43,46,8,0
3,89.15,11528,31,65,5,0
7,100.94,7236,0,38,1,0
6,21.61,9597,67,73,7,0
7,140.14,1823,83,55,5,1
1,96.54,7885,76,9,9,0
8,83.29,1892,48,10,3,1
8,117.21,7321,94,59,1,0
8,73.87,11379,100,5,9,0
3,17.38,8997,7,71,1,0
3,29.62,10198,93,28,8,0
9,98.27,2350,57,50,2,0
1,40.07,9008,80,32,10,0
10,68.8,5417,36,60,1,0
1,51.83,9382,40,71,7,0
7,43.11,2718,85,49,2,0
2,16.55,7255,70,47,6,0
2,42.71,10015,89,10,3,0
1,86.55,4722,33,23,1,0
6,122.94,1770,81,49,1,1
8,78.45,8939,83,73,6,0
4,145.77,3953,32,63,1,0
8,92.79,6597,26,35,2,0
1,97.26,9695,14,77,10,0
6,99.27,1574,86,8,6,0
1,20.0,2049,13,49,5,0
5,143.62,12000,86,1,3,0
6,91.01,7661,27,49,2,0
3,111.04,5680,88,27,7,1
8,63.8,11006,72,34,2,0
8,135.6,6612,24,48,6,0
1,113.47,5777,90,44,6,0
7,80.62,7271,84,59,9,0
6,45.37,8898,41,45,6,0
3,12.18,4016,53,58,8,1
6,86.95,5066,19,51,3,0
7,60.46,5775,88,39,2,0
8,83.02,11736,88,70,1,0
4,22.44,9020,14,24,8,0
9,121.96,11029,47,61,8,0
2,100.27,1328,71,22,5,0
4,147.96,2041,10,63,0,0
3,46.5,5644,78,60,5,0
3,145.61,11687,79,24,0,0
6,125.34,1479,70,76,2,1
8,51.62,8313,74,43,3,0
5,103.82,1615,59,56,4,0
10,13.24,3877,48,51,6,0
5,32.83,8541,61,25,8,0
6,52.16,8620,2,38,4,0
5,73.74,11504,0,19,10,0
1,124.13,10097,33,8,1,0
9,104.4,4188,78,61,6,1
9,36.98,10306,19,27,2,0
9,138.7,11723,53,29,10,0
9,119.25,10554,0,5,6,0
5,144.09,4843,4,28,7,0
5,80.39,4701,27,34,6,0
5,11.4,10667,100,77,5,0
9,97.99,3488,3,40,9,0
2,60.5,6458,63,79,4,0
5,57.0,6996,59,32,7,0
2,77.65,3978,53,47,7,0
1,133.37,6961,71,48,5,0
4,103.62,7507,51,2,5,0
6,29.68,5346,18,66,9,0
2,126.52,9697,3,65,5,0
4,101.74,7643,10,3,6,0
6,111.59,8469,100,42,6,0
4,123.13,11075,41,6,10,1
5,86.24,1477,3,48,10,0
4,12.81,7552,16,78,2,0
3,110.27,11621,4,76,6,0
6,14.39,9727,34,3,9,0
1,137.3,10185,63,32,7,0
2,28.65,7193,74,18,7,0
4,91.75,6495,20,65,10,1
5,73.49,7227,80,59,8,0
10,144.2,5110,6,51,8,0
5,13.52,7868,65,9,2,0
9,63.49,11247,14,56,7,0
5,67.53,2694,49,4,7,0
10,36.8,10924,83,55,3,0
1,123.59,1356,48,8,3,0
4,147.65,9787,74,25,1,0
4,83.06,3081,51,14,2,0
10,148.97,8298,57,7,2,0
3,97.25,8699,37,56,0,0
5,55.23,11859,0,35,5,0
4,99.85,11888,82,71,5,0
3,119.5,5904,44,69,0,0
10,113.19,3568,95,1,7,0
9,109.49,10626,71,46,4,0
2,61.84,2387,3,31,8,0
3,14.18,5080,40,15,3,0
3,142.45,5042,91,74,2,1
10,76.37,9847,86,45,7,0
9,92.95,6231,20,69,7,0
1,69.68,3333,60,50,3,0
9,126.25,1853,23,18,5,0
10,131.24,7604,17,32,3,0
4,147.01,9720,84,36,2,1
5,89.82,8665,80,25,5,0
2,30.36,4386,52,7,10,0
9,39.05,7924,39,44,4,0
2,136.97,11615,15,32,9,0
7,21.42,5513,87,50,2,0
4,73.97,10493,27,33,9,0
7,128.03,8890,78,13,3,0
7,115.87,10779,27,47,3,0
9,55.78,6197,60,12,5,0
10,63.52,10278,100,10,8,0
9,132.99,2514,5,1,10,0
4,72.91,8873,7,35,9,0
2,136.11,10882,12,20,7,0
9,33.44,5692,54,41,9,0
3,22.99,9957,47,25,5,0
6,90.49,7961,13,43,5,0
4,114.41,9407,28,2,9,1
9,30.09,8339,49,72,8,0
3,124.08,6181,40,55,3,0
7,52.29,4180,51,20,5,0
8,87.12,9477,5,55,4,0
10,37.09,11439,34,80,1,0
6,33.98,11384,23,1,4,0
3,81.16,4465,56,35,9,0
5,128.69,2975,42,23,8,0
8,135.03,2416,19,41,9,1
1,84.96,9488,62,24,3,0
2,70.27,9181,24,29,6,0
7,92.37,11746,19,77,9,0
7,53.26,1239,27,25,4,0
2,140.05,7871,60,71,6,0
2,30.23,3968,64,27,7,0
3,125.07,6293,47,77,0,1
9,29.87,9456,6,26,8,0
4,75.66,2697,90,45,4,0
10,28.34,3881,70,80,7,0
5,66.63,9334,24,63,3,0
4,33.52,5611,45,64,0,0
2,39.49,1622,96,6,5,0
6,139.48,1340,75,59,1,1
5,102.01,4005,94,28,2,0
9,74.02,3403,61,76,2,0
4,98.22,8774,34,21,3,0
1,129.38,8806,62,16,3,0
1,93.02,8285,10,18,6,0
1,98.94,4379,81,18,4,0
4,85.55,4915,72,13,7,0
4,141.21,2058,80,54,0,1
2,101.23,1636,37,31,7,1
2,101.24,8081,19,75,6,1
1,122.26,2664,69,33,7,0
3,19.85,6888,34,59,4,0
8,35.64,9867,42,41,6,0
6,46.26,2337,87,55,2,0
9,28.07,5929,46,65,0,0
4,32.43,2695,57,28,5,0
9,65.87,1651,96,74,4,1
1,144.16,9559,55,73,2,0
9,67.38,7336,38,49,8,0
7,114.29,2424,91,58,9,1
9,135.0,1442,84,17,3,0
1,115.74,9054,54,17,10,0
9,55.69,7012,32,66,9,0
10,53.24,7636,3,62,1,0
3,30.43,5693,31,51,4,1
7,38.0,3808,49,56,10,0
1,99.04,4358,76,69,5,0
3,52.28,11808,38,65,9,0
4,106.48,11745,26,56,9,1
4,128.21,8433,8,10,2,0
5,75.73,4387,68,16,8,0
6,76.89,3148,21,16,7,0
9,70.22,5133,17,19,5,0
3,75.89,2721,33,36,2,0
1,43.59,2587,67,76,1,0
9,80.83,10144,7,49,7,0
6,109.47,4678,95,46,9,0
3,132.5,3991,77,79,1,0
7,123.49,2742,58,20,1,0
8,63.44,4880,68,42,7,1
2,104.66,10254,31,1,9,0
5,116.91,2692,2,53,6,0
9,66.06,9665,72,79,4,0
8,116.67,10188,60,11,9,1
1,59.76,7738,23,64,2,0
2,76.29,2442,67,21,8,0
1,65.98,2598,63,41,10,0
4,93.02,3129,22,60,6,0
7,140.15,2043,89,3,4,0
2,42.23,5866,68,3,1,0
6,85.93,7880,69,77,3,0
1,125.98,5436,72,73,9,1
9,14.81,8103,59,3,0,0
7,108.83,6250,48,38,0,0
10,23.65,5904,96,16,10,0
1,10.52,8985,71,74,2,0
3,67.85,10860,66,64,9,1
7,73.88,6812,69,55,3,0
2,131.27,1647,97,57,9,1
10,30.56,10820,67,45,8,0
6,49.96,10995,2,21,5,0
3,142.62,2069,98,58,9,1
2,33.51,1647,23,17,1,0
3,103.82,11956,42,11,8,0
8,77.77,2307,47,14,3,0
2,11.2,11211,0,63,4,0
1,117.95,6912,6,32,7,0
6,99.42,1354,80,59,1,0
2,34.62,4998,24,70,9,0
5,24.32,1896,39,40,5,0
2,67.42,10679,36,53,7,0
10,69.33,4257,2,73,8,0
7,106.1,8034,71,49,7,1
8,149.43,5114,7,51,6,0
3,114.47,3612,67,25,1,0
6,83.0,5157,20,66,7,0
3,63.31,6021,92,25,5,0
1,136.78,10796,70,78,2,0
1,146.03,6210,91,9,5,0
9,67.56,6402,36,44,8,0
2,115.75,4283,91,12,8,0
9,37.13,4276,31,73,5,0
5,130.85,10975,98,50,0,0
6,56.14,2140,89,24,4,0
10,68.76,4657,36,56,3,0
5,21.59,3214,46,43,1,0
6,104.35,8562,38,75,10,1
3,84.68,2826,87,39,9,0
7,66.21,10552,87,26,10,0
4,60.65,9809,53,28,0,0
6,11.51,10794,23,31,9,0
8,119.38,5141,69,0,6,0
6,129.52,10953,83,59,3,0
9,130.54,3694,40,28,1,0
3,61.81,10626,28,48,6,0
2,55.69,9597,37,63,4,0
2,133.58,10847,68,41,0,0
5,143.32,2867,0,76,5,0
1,41.8,10327,100,55,8,0
10,50.4,7935,82,71,7,0
4,76.49,11870,16,46,3,0
2,34.42,8537,36,49,8,0
7,132.22,4294,78,35,8,0
7,60.2,7257,69,74,5,0
1,71.98,8827,1,55,4,0
7,26.88,6899,86,5,2,0
1,37.24,8446,100,1,9,0
4,131.43,10811,42,69,8,0
4,72.47,4242,68,7,9,0
3,73.28,11255,5,15,2,0
8,111.31,4071,9,27,4,0
10,13.27,11522,91,32,0,1
1,105.58,6753,57,64,5,0
9,74.57,11500,26,34,7,0
8,133.52,4741,52,27,0,0
3,103.32,2559,59,64,5,1
8,90.81,7605,70,77,4,0
8,82.78,6990,11,16,5,0
8,57.75,4913,58,22,7,0
10,52.88,7058,96,75,7,0
7,124.17,4290,83,42,3,1
9,58.03,4116,9,25,9,0
3,51.08,7419,62,36,0,0
1,113.62,11515,84,80,5,0
10,81.11,3094,59,24,7,0
6,76.41,4783,37,52,9,0
10,133.43,11241,60,14,2,0
9,84.0,11684,3,6,9,0
4,85.49,7957,19,56,10,0
1,33.13,10636,98,33,5,0
10,64.55,6226,39,57,4,0
5,53.17,10926,100,69,2,0
7,123.87,2915,9,29,1,0
3,97.14,6083,43,31,1,0
1,74.72,3695,61,20,1,0
1,95.07,9527,45,22,8,0
8,103.42,1912,99,33,4,0
9,42.07,1153,45,22,6,0
2,38.78,7701,96,24,8,0
4,63.11,8920,3,30,10,0
3,32.67,3146,62,34,2,0
4,116.92,3825,51,11,6,0
7,10.26,2749,2,48,8,0
3,11.41,10792,10,75,7,1
1,142.44,4279,87,19,3,0
1,47.0,9213,44,46,4,0
8,100.2,8542,52,78,0,0
1,12.14,4166,91,8,0,0
8,91.41,1325,34,47,0,1
8,80.06,6367,33,23,9,0
8,105.87,6512,78,59,4,0
6,77.84,6814,45,52,5,0
1,59.26,9392,64,66,10,1
8,105.12,1100,99,27,3,0
5,93.25,10054,81,12,3,0
9,42.38,3577,29,21,1,0
9,79.3,9189,6,15,8,0
2,81.93,6030,18,14,9,0
1,84.62,6219,31,40,1,0
9,125.61,9515,66,77,8,1
10,123.97,8682,0,7,8,0
6,88.28,10393,79,49,4,0
4,51.78,4945,71,38,2,0
5,24.69,7455,22,26,8,0
2,15.62,4639,27,11,1,0
5,57.98,8899,31,23,7,0
3,21.17,8199,48,34,4,0
3,74.37,8950,30,76,5,0
2,135.85,1514,96,77,0,1
7,107.75,1664,82,41,9,1
10,129.75,1294,3,41,0,0
4,64.93,1686,64,26,2,1
5,58.23,3365,30,7,2,0
8,74.68,9247,77,6,7,0
6,116.49,4249,13,74,3,0
1,129.54,5065,30,52,9,1
1,47.02,3065,20,37,0,0
4,22.33,11070,19,21,7,0
6,144.66,5906,41,30,10,0
7,92.05,6758,50,15,2,0
7,50.17,2057,22,0,2,0
9,134.79,1183,97,53,5,0
1,35.15,10325,72,33,2,0
10,35.17,1484,81,11,4,0
6,20.89,1690,38,7,9,0
5,132.52,4726,81,13,5,0
9,117.94,3148,17,17,2,0
9,60.43,3419,32,42,10,0
4,44.76,8499,52,27,7,0
7,72.08,9336,64,31,9,1
4,91.18,1827,4,49,10,0
8,12.78,9138,14,12,8,0
1,38.45,1420,10,25,2,0
7,145.07,9236,23,13,10,1
2,104.23,5339,52,29,8,1
8,12.49,4252,56,15,6,0
2,143.6,6523,39,21,3,0
9,122.19,3145,22,65,1,0
3,104.82,6241,33,10,6,0
2,37.97,9858,11,27,8,0
3,114.41,11473,15,65,4,0
8,52.76,11481,81,73,6,0
1,15.66,3745,34,23,2,0
7,129.03,7514,94,15,2,0
7,82.32,7077,20,54,9,0
5,120.64,2590,24,40,6,0
10,51.47,2121,94,23,1,0
1,32.13,11151,99,70,4,1
10,132.75,7363,38,56,0,0
8,115.05,9289,78,37,7,1
2,64.82,4213,90,24,7,0
7,10.43,5223,4,36,1,0
4,133.34,8996,36,29,8,0
1,140.18,5229,37,64,1,0
2,125.36,4200,18,18,9,0
8,79.74,11394,72,5,6,0
10,10.4,7124,36,9,4,0
7,117.38,10436,0,21,0,0
3,48.58,1068,49,59,4,0
7,79.52,2736,100,45,4,0
7,43.13,11283,64,63,8,0
9,89.39,7513,61,19,2,0
1,44.66,6274,10,1,7,0
7,106.13,10233,6,15,0,0
2,30.42,10596,49,3,3,0
2,23.11,1789,95,67,5,1
6,112.5,2581,22,53,0,0
9,144.6,8477,46,12,10,0
7,79.04,11378,95,80,3,0
2,26.06,7401,40,35,4,0
10,139.16,8773,30,64,1,0
9,138.74,7271,86,25,2,0
5,133.0,6214,41,61,8,0
8,68.91,3300,83,32,8,0
3,106.33,2773,81,16,9,0
3,123.71,2633,83,59,9,0
4,62.33,8530,61,19,0,0
1,92.52,8110,100,32,10,0
3,92.13,4791,70,62,7,0
9,86.81,4354,65,13,0,0
2,74.31,4785,36,35,10,0
10,86.92,9016,38,52,10,0
4,95.36,7290,38,19,0,0
5,123.82,3761,67,38,8,0
1,102.09,10144,7,8,2,0
4,104.82,7732,59,80,10,1
7,61.71,7071,95,55,6,1
9,93.34,10640,96,26,8,0
7,92.56,11580,47,78,5,0
2,42.79,10995,23,41,0,0
7,39.89,9020,96,49,3,0
3,55.76,9528,71,65,1,0
10,113.79,3473,9,78,4,0
7,43.53,11837,26,57,7,0
5,139.76,11565,35,77,3,0
7,78.33,4597,17,38,2,0
4,102.5,2810,4,62,6,0
9,85.16,5715,36,79,4,0
5,53.97,7801,88,63,2,0
5,75.07,4265,33,29,5,0
6,96.31,3761,55,23,5,0
7,104.46,5788,83,65,1,0
9,90.48,6190,85,7,9,1
7,28.92,6494,78,60,3,0
5,88.88,4077,15,11,8,0
9,96.39,10279,88,33,5,0
9,50.6,6536,90,61,0,0
5,15.22,3560,78,59,10,0
4,133.38,6939,33,39,0,0
7,43.26,3049,85,52,2,0
6,59.0,7692,94,5,2,0
5,27.63,5235,21,55,8,0
6,117.51,3526,71,36,6,0
4,147.76,2667,28,51,7,0
6,137.83,9904,25,39,10,0
3,132.85,3161,90,65,2,0
7,83.17,6919,90,39,2,0
2,135.97,1544,64,26,1,0
4,82.07,2564,64,24,0,0
5,72.25,9517,40,32,6,0
3,41.12,8811,9,26,6,0
7,132.38,1782,92,31,0,0
2,47.35,7536,4,74,7,0
3,116.87,5421,53,39,1,0
3,107.44,5134,36,49,8,0
9,25.19,11221,55,21,3,0
10,105.4,6306,62,63,9,1
9,16.08,4244,94,76,0,0
8,45.35,10863,61,16,1,0
10,129.16,11836,59,19,1,0
10,128.09,2805,49,48,6,0
4,88.14,4649,20,36,2,0
6,54.64,11846,68,13,2,0
7,75.76,2323,1,28,6,0
5,143.27,4912,67,68,2,0
2,61.49,5636,41,1,3,0
3,115.16,3318,86,4,10,0
1,28.22,4619,21,44,1,0
3,134.37,1060,27,11,9,0
5,42.39,1761,44,27,6,0
8,76.08,2795,55,63,10,1
7,105.0,2175,86,39,10,0
8,129.38,4477,13,4,2,0
4,100.2,7120,82,32,1,0
4,97.56,1476,59,21,10,0
6,57.67,7825,79,10,8,0
1,93.1,1476,56,70,10,1
4,86.79,3245,33,59,2,0
8,40.99,8294,38,30,0,0
2,110.26,5714,58,10,5,0
2,58.26,7373,43,77,8,0
6,119.92,3209,34,56,8,0
4,32.82,2546,91,79,5,0
9,115.95,2865,87,21,4,0
2,45.5,6517,57,22,2,0
9,103.36,4707,92,63,0,0
2,149.12,4877,91,29,10,0
2,81.35,9530,83,7,10,0
9,128.44,8646,2,73,8,0
5,73.63,6286,67,63,6,0
8,40.63,2723,66,29,6,0
6,24.08,9054,95,20,8,0
10,143.54,6353,60,60,2,1
8,19.54,10574,40,19,10,0
9,70.19,1462,49,57,1,0
2,26.53,4604,26,20,5,0
9,13.91,3129,34,9,6,0
4,30.65,3224,79,14,9,0
3,94.87,5356,4,48,6,0
5,49.53,2929,45,79,5,0
6,149.94,9109,97,24,4,0
1,121.5,3154,37,18,4,0
8,90.07,8057,63,67,2,0
5,19.97,3617,1,0,9,0
9,32.43,11868,10,76,10,0
2,132.54,6800,29,0,10,0
3,95.09,9501,91,67,1,0
6,24.85,1719,33,62,5,1
1,64.34,9858,44,57,3,0
5,30.07,11694,1,28,6,0
8,10.55,2023,0,69,3,0
1,61.1,5668,88,17,8,0
6,71.73,9016,50,64,10,0
3,66.92,2379,33,15,5,0
9,39.15,11458,4,76,0,0
9,118.77,1372,38,31,7,1
9,73.9,7936,68,71,8,0
9,19.78,3568,21,18,1,0
1,53.2,9501,7,45,7,0
8,128.6,9427,88,41,6,1
1,89.98,10812,96,9,0,0
5,41.25,6968,83,44,8,1
6,113.66,6846,95,64,8,1
3,73.52,9603,26,80,2,0
4,97.2,3744,47,26,9,0
6,81.0,9086,23,17,0,0
9,63.56,9083,79,70,8,0
4,112.37,6287,47,78,4,0
8,13.9,2585,84,9,0,0
7,131.61,3576,8,51,1,0
8,108.77,5008,78,57,4,0
10,32.81,11934,91,14,5,0
10,79.02,7752,3,43,7,1
2,124.41,2985,23,8,2,0
5,68.03,7030,97,22,1,0
7,92.78,6929,92,31,2,0
8,144.07,3034,64,59,9,1
1,101.29,7755,76,59,0,1
10,81.36,7585,2,39,3,0
9,121.38,2589,19,1,2,0
9,135.52,8297,0,37,1,0
7,44.21,3340,24,33,4,0
7,118.75,5275,100,38,9,0
8,146.0,5533,56,73,6,1
4,98.18,10882,63,32,9,0
2,143.18,4207,47,17,3,0
1,13.67,7925,87,63,5,0
6,89.54,5670,34,38,9,0
6,26.83,11463,46,19,3,0
7,82.4,1278,16,37,10,0
7,35.65,7337,76,8,9,0
3,12.73,9337,37,45,8,0
8,127.56,5963,20,14,10,0
9,148.91,4036,16,27,4,0
6,134.94,2917,23,55,5,0
3,126.15,7746,17,31,4,0
1,149.38,5515,66,43,10,1
3,102.83,3431,45,47,10,0
4,146.67,11073,57,23,9,1
3,90.03,11627,53,54,2,0
7,85.65,8862,5,35,5,0
6,74.78,2022,33,60,2,0
6,84.29,1101,75,11,5,1
2,124.12,4142,39,3,5,0
3,110.03,11718,93,23,7,0
9,101.07,8736,5,4,8,0
8,104.67,8737,47,26,10,0
8,37.81,4408,70,48,3,0
5,133.83,2584,67,75,3,0
4,131.18,11048,28,62,4,0
7,110.06,9760,14,23,6,0
6,46.73,3462,72,60,5,0
1,124.67,1427,32,54,6,1
9,108.06,4848,46,17,10,0
9,47.82,6241,94,13,9,1
9,21.4,9418,27,69,8,0
3,35.83,1142,85,13,3,0
9,107.68,3091,92,70,7,0
1,45.17,9519,25,63,3,0
7,35.09,9897,24,68,2,0
9,61.46,2799,6,30,2,0
2,42.35,7125,11,8,8,0
5,20.31,9331,66,67,4,0
9,16.3,10023,19,32,5,0
4,14.01,7267,60,35,3,0
7,50.22,11629,1,7,6,0
10,57.62,4018,62,75,5,0
3,52.85,4399,69,34,1,0
2,71.58,1909,41,38,5,0
2,41.4,2682,46,42,2,0
7,11.34,7762,41,3,10,0
4,95.34,4468,73,28,0,0
3,37.65,3177,41,76,9,0
9,141.35,6301,55,9,4,0
9,23.04,7848,28,16,2,0
8,101.69,7757,76,26,3,0
3,74.01,8957,24,61,1,0
6,107.39,5479,89,73,3,0
10,147.55,4365,14,4,8,0
9,57.99,9011,76,21,2,0
5,66.77,4468,49,15,6,0
1,106.01,1705,85,37,6,1
3,115.99,10574,1,44,4,0
3,64.71,2290,1,75,6,1
3,130.51,5751,89,65,5,0
10,149.82,4958,29,20,0,0
4,17.96,6861,34,41,3,0
5,97.46,4384,54,44,2,0
5,38.33,2449,1,37,6,1
5,99.79,8601,28,18,10,0
10,119.33,11844,94,34,4,0
5,68.25,3570,72,46,1,0
4,144.01,7351,18,54,1,0
7,80.56,11835,23,4,8,0
7,69.11,4964,54,32,3,0
2,13.32,8688,24,69,8,0
4,23.04,5890,100,76,10,0
7,85.12,5988,95,70,9,1
6,24.35,2515,70,10,7,0
4,55.44,5606,1,27,4,0
9,19.13,11828,79,53,7,1
6,76.03,8565,63,14,10,0
7,114.1,9745,48,79,2,0
2,28.15,6824,55,79,0,0
5,124.53,9669,35,31,5,0
3,39.53,8927,91,73,4,0
8,104.54,2804,56,72,4,1
10,23.53,5858,94,40,8,0
8,140.21,9106,33,1,4,0
5,59.9,4906,31,68,5,0
6,62.63,4125,39,78,8,0
2,141.14,1325,56,50,9,1
8,144.04,9123,13,65,4,0
5,53.24,5813,7,4,5,0
3,35.93,7345,12,45,2,0
2,56.19,2765,17,32,8,0
10,74.86,2280,75,79,9,1
2,69.56,10424,0,29,5,0
1,141.44,11379,51,63,10,0
7,127.07,10409,1,59,3,0
8,113.67,4662,92,16,10,0
4,43.84,5620,86,53,9,0
2,52.61,5111,28,76,3,0
7,58.01,7325,55,51,3,0
4,39.39,11349,52,71,8,0
4,20.4,1039,43,18,4,0
7,92.17,9366,28,49,10,0
3,95.69,2226,32,7,8,0
8,129.31,5354,49,31,0,0
4,72.27,5171,27,13,0,0
4,124.17,11111,29,17,1,0
4,148.89,9496,100,32,3,0
10,124.11,8436,16,9,0,0
3,50.96,8040,56,32,7,0
9,63.74,6788,73,32,10,0
9,108.81,3740,95,43,3,1
7,48.36,1458,82,17,7,0
7,78.22,2787,45,41,6,0
8,132.36,10264,56,71,5,0
4,47.63,4889,43,57,1,0
5,102.19,6900,73,75,0,0
4,41.87,7433,63,49,10,0
4,19.36,10427,76,8,6,0
5,117.99,7434,46,63,0,0
7,143.62,7428,19,36,1,0
